RowNum,StartTime,EndTime,ViewsGained,FollowersGained,MaxViewers,AverageViewers,FollowersPerHour,ViewsPerHour,LengthMinutes,GamesPlayed
292,2016-05-02 22:15:00.000,2016-05-03 01:00:00.000,8850,73,6606,5733,6.08,737.50,180,Enter the Gungeon|Knight Squad|Duck Game
293,2016-04-21 22:15:00.000,2016-04-22 01:30:00.000,11453,151,6690,5389,10.79,818.07,210,Enter the Gungeon|GeoGuessr|The Culling|Atlas Reactor
294,2016-04-20 21:45:00.000,2016-04-21 02:15:00.000,9805,71,4704,3805,3.74,516.05,285,Paladins|Enter the Gungeon|The Culling
295,2016-04-20 01:15:00.000,2016-04-20 03:00:00.000,1848,7,1530,1334,0.88,231.00,120,Atlas Reactor
296,2016-04-18 22:00:00.000,2016-04-19 01:30:00.000,13455,150,6676,5419,10.00,897.00,225,Dark Souls III
297,2016-04-17 20:15:00.000,2016-04-17 22:00:00.000,2362,12,2118,1788,1.50,295.25,120,Mass Effect 2
298,2016-04-14 22:15:00.000,2016-04-15 01:15:00.000,11051,158,7475,6303,12.15,850.08,195,The Binding of Isaac: Afterbirth|Who's Your Daddy|Quiplash
299,2016-04-13 21:15:00.000,2016-04-14 00:15:00.000,12504,154,6891,6151,11.85,961.85,195,Enter the Gungeon|The Culling|ShellShock Live
300,2016-04-12 20:30:00.000,2016-04-12 23:45:00.000,4563,28,1611,1221,2.00,325.93,210,Paladins
301,2016-04-11 22:15:00.000,2016-04-12 01:00:00.000,10334,133,6597,5747,11.08,861.17,180,Dark Souls III
302,2016-04-10 20:15:00.000,2016-04-10 23:00:00.000,4394,37,2205,1986,3.08,366.17,180,Mass Effect 2
303,2016-04-07 22:15:00.000,2016-04-08 01:15:00.000,12772,163,8368,6555,12.54,982.46,195,Enter the Gungeon|Lethal League|Golf With Your Friends
304,2016-04-06 21:15:00.000,2016-04-07 00:15:00.000,13538,181,8240,6803,13.92,1041.38,195,Enter the Gungeon|The Culling|Ultimate Chicken Horse|ShellShock Live
305,2016-04-04 22:15:00.000,2016-04-05 01:00:00.000,10083,113,7210,6355,9.42,840.25,180,The Binding of Isaac: Afterbirth|Duck Game|Pictionary: Ultimate Edition
306,2016-04-03 20:15:00.000,2016-04-03 23:00:00.000,3715,23,2113,1886,1.92,309.58,180,Mass Effect 2
307,2016-03-31 22:15:00.000,2016-04-01 01:00:00.000,8584,109,7020,6441,9.08,715.33,180,The Binding of Isaac: Afterbirth|The Culling|Golf With Your Friends
308,2016-03-30 21:15:00.000,2016-03-31 00:00:00.000,9330,135,7226,6149,11.25,777.50,180,The Binding of Isaac: Afterbirth|ShellShock Live|Pictionary
309,2016-03-28 22:15:00.000,2016-03-29 01:15:00.000,10237,130,7401,6301,10.00,787.46,195,The Binding of Isaac: Afterbirth|Games + Demos|ShellShock Live
310,2016-03-27 20:15:00.000,2016-03-27 23:00:00.000,3943,24,2205,1830,2.00,328.58,180,Mass Effect 2
311,2016-03-24 22:15:00.000,2016-03-25 01:00:00.000,9697,107,6804,5791,8.92,808.08,180,The Binding of Isaac: Afterbirth|The Culling|Golf With Your Friends
312,2016-03-23 21:15:00.000,2016-03-24 00:15:00.000,11778,173,6779,5778,13.31,906.00,195,The Binding of Isaac: Afterbirth|Enter the Gungeon|ShellShock Live
313,2016-03-04 00:15:00.000,2016-03-04 02:15:00.000,5192,78,6482,5908,8.67,576.89,135,The Binding of Isaac: Afterbirth|Quiplash
314,2016-03-02 22:15:00.000,2016-03-03 01:00:00.000,7853,110,7525,6259,9.17,654.42,180,The Binding of Isaac: Afterbirth|Mount Your Friends|Worms Revolution
315,2016-02-29 23:15:00.000,2016-03-01 02:00:00.000,8679,106,7660,7164,8.83,723.25,180,The Binding of Isaac: Afterbirth|Half Dead|Golf With Your Friends
316,2016-02-28 21:15:00.000,2016-02-29 00:00:00.000,4398,19,2924,2605,1.58,366.50,180,Mass Effect|Mass Effect 2
317,2016-02-25 23:15:00.000,2016-02-26 02:00:00.000,11834,117,7959,7114,9.75,986.17,180,The Binding of Isaac: Afterbirth|Obliteracers|Golf With Your Friends
318,2016-02-24 22:15:00.000,2016-02-25 01:00:00.000,13879,113,7166,5643,9.42,1156.58,180,The Binding of Isaac: Afterbirth|Atlas Reactor|Goofball Goals
319,2016-02-22 23:15:00.000,2016-02-23 02:00:00.000,11344,133,7796,6992,11.08,945.33,180,The Binding of Isaac: Afterbirth|Duck Game|Golf With Your Friends
320,2016-02-21 21:15:00.000,2016-02-22 00:00:00.000,4047,18,2446,2121,1.50,337.25,180,Mass Effect
321,2016-02-18 23:15:00.000,2016-02-19 02:00:00.000,11476,115,7034,6359,9.58,956.33,180,The Binding of Isaac: Afterbirth|Toribash|Golf With Your Friends|Rock of Ages
322,2016-02-17 22:15:00.000,2016-02-18 01:15:00.000,3328,213,6736,5850,16.38,256.00,195,The Binding of Isaac: Afterbirth|The Political Machine 2016|American Truck Simulator
323,2016-02-15 23:15:00.000,2016-02-16 02:00:00.000,0,223,8776,7248,18.58,0.00,180,The Binding of Isaac: Afterbirth|Golf With Your Friends|The Forest
324,2016-02-14 21:15:00.000,2016-02-15 00:00:00.000,0,0,2258,2091,0.00,0.00,180,Mass Effect
325,2016-02-10 22:15:00.000,2016-02-11 01:00:00.000,4848,199,8355,6875,16.58,404.00,180,The Binding of Isaac: Afterbirth|Golf With Your Friends|Move or Die
326,2016-02-08 23:15:00.000,2016-02-09 02:00:00.000,5188,197,8467,6658,16.42,432.33,180,The Binding of Isaac: Afterbirth|Golf With Your Friends|Duck Game|Cobalt
327,2016-02-07 19:45:00.000,2016-02-07 22:30:00.000,1710,23,2236,1886,1.92,142.50,180,Mass Effect
328,2016-02-04 23:15:00.000,2016-02-05 02:00:00.000,2447,118,6576,6010,9.83,203.92,180,The Binding of Isaac: Afterbirth|SpyParty|The Forest
329,2016-02-03 22:15:00.000,2016-02-04 01:00:00.000,2776,172,6942,6185,14.33,231.33,180,The Binding of Isaac: Afterbirth|Cobalt|Quiplash
330,2016-02-01 23:15:00.000,2016-02-02 02:00:00.000,5169,130,7846,6812,10.83,430.75,180,The Binding of Isaac: Afterbirth|Secret Ponchos|Family Feud Decades
331,2016-01-31 18:15:00.000,2016-01-31 20:45:00.000,1910,51,2556,2213,4.64,173.64,165,Mass Effect
332,2016-01-28 23:15:00.000,2016-01-29 02:00:00.000,4668,66,7607,6912,5.50,389.00,180,The Binding of Isaac: Afterbirth|Family Feud 2010 Edition|Family Feud Decades|The Forest
333,2016-01-27 22:15:00.000,2016-01-28 01:00:00.000,4626,209,7297,6333,17.42,385.50,180,The Binding of Isaac: Afterbirth|Goofball Goals|Spelunky|Who's Your Daddy
334,2016-01-25 23:15:00.000,2016-01-26 02:00:00.000,5851,194,7383,6102,16.17,487.58,180,The Binding of Isaac: Afterbirth|Broforce|Worms Revolution|Duck Game
335,2016-01-24 21:15:00.000,2016-01-25 00:00:00.000,2162,50,2997,2821,4.17,180.17,180,Mass Effect
336,2016-01-21 23:15:00.000,2016-01-22 02:15:00.000,4697,115,7449,6297,8.85,361.31,195,The Binding of Isaac: Afterbirth|Move or Die|Worms Revolution
337,2016-01-20 22:15:00.000,2016-01-21 01:00:00.000,5509,259,7824,6802,21.58,459.08,180,The Binding of Isaac: Afterbirth|SpyParty|Quiplash|The Forest
338,2016-01-19 00:00:00.000,2016-01-19 03:00:00.000,5148,300,7808,6191,23.08,396.00,195,The Binding of Isaac: Afterbirth|Duck Game|Vertiginous Golf
339,2016-01-13 22:15:00.000,2016-01-14 01:00:00.000,5419,287,7874,6182,23.92,451.58,180,The Binding of Isaac: Afterbirth|CRYPTARK|Bombernauts
340,2016-01-11 23:00:00.000,2016-01-12 02:15:00.000,5598,293,8915,6917,20.93,399.86,210,The Binding of Isaac: Afterbirth|Duck Game|Quiplash
341,2016-01-10 21:15:00.000,2016-01-11 00:00:00.000,1869,128,2941,2509,10.67,155.75,180,Fallout 4|The Binding of Isaac: Afterbirth
342,2016-01-07 23:15:00.000,2016-01-08 02:00:00.000,5206,173,6870,5667,14.42,433.83,180,The Binding of Isaac: Afterbirth|Tharsis|Duck Game
343,2016-01-06 22:15:00.000,2016-01-07 00:45:00.000,2868,128,4482,3934,11.64,260.73,165,The Binding of Isaac: Afterbirth|Rocket League|Quiplash
344,2016-01-04 23:15:00.000,2016-01-05 02:00:00.000,3238,89,5257,4366,7.42,269.83,180,The Binding of Isaac: Afterbirth|Duck Game
345,2016-01-03 21:15:00.000,2016-01-04 00:00:00.000,1886,112,2699,2306,9.33,157.17,180,Fallout 4
346,2015-12-31 23:15:00.000,2016-01-01 02:00:00.000,4747,299,6651,5505,24.92,395.58,180,The Binding of Isaac: Afterbirth|Games + Demos|Duck Game
347,2015-12-30 22:15:00.000,2015-12-31 01:00:00.000,3632,165,4952,4484,13.75,302.67,180,The Binding of Isaac: Afterbirth|Deathstate|Worms Revolution
348,2015-12-28 23:15:00.000,2015-12-29 02:15:00.000,5421,400,7612,6540,30.77,417.00,195,The Binding of Isaac: Afterbirth|Duck Game|Tom Clancy's Rainbow Six: Siege
349,2015-12-27 21:15:00.000,2015-12-28 00:00:00.000,2558,139,2736,2317,11.58,213.17,180,Fallout 4
350,2015-12-24 23:15:00.000,2015-12-25 02:15:00.000,2643,129,4053,3463,9.92,203.31,195,The Binding of Isaac: Afterbirth|GeoGuessr|Tom Clancy's Rainbow Six: Siege
351,2015-12-23 22:15:00.000,2015-12-24 01:00:00.000,4096,109,4522,3792,9.08,341.33,180,The Binding of Isaac: Afterbirth|Duck Game|Rocket League
352,2015-12-21 23:15:00.000,2015-12-22 02:00:00.000,5896,352,8432,6717,29.33,491.33,180,The Binding of Isaac: Afterbirth|Duck Game|Tom Clancy's Rainbow Six: Siege
353,2015-12-20 21:15:00.000,2015-12-21 00:00:00.000,2350,61,2630,2147,5.08,195.83,180,Fallout 4
354,2015-12-20 01:15:00.000,2015-12-20 04:15:00.000,2151,91,3779,3068,7.00,165.46,195,The Binding of Isaac: Afterbirth|Tom Clancy's Rainbow Six: Siege
355,2015-12-18 23:15:00.000,2015-12-19 02:30:00.000,6353,392,6369,5348,28.00,453.79,210,The Binding of Isaac: Afterbirth|GeoGuessr|Tom Clancy's Rainbow Six: Siege
356,2015-12-13 21:15:00.000,2015-12-13 23:00:00.000,1360,59,3222,2534,7.38,170.00,120,Fallout 4
357,2015-12-11 00:30:00.000,2015-12-11 02:15:00.000,5112,178,7039,5032,17.80,511.20,150,Spelunky|Worms Reloaded
358,2015-12-10 23:15:00.000,2015-12-11 00:00:00.000,3980,181,7039,5808,25.86,568.57,105,The Binding of Isaac: Afterbirth
359,2015-12-09 22:15:00.000,2015-12-10 01:00:00.000,3086,94,4771,4165,7.83,257.17,180,The Binding of Isaac: Afterbirth|Duck Game|Helldivers
360,2015-12-07 23:30:00.000,2015-12-08 02:00:00.000,4416,317,8698,6788,28.82,401.45,165,The Binding of Isaac: Afterbirth|Dark Souls|20XX
361,2015-12-06 21:15:00.000,2015-12-07 00:00:00.000,2394,139,3366,2900,11.58,199.50,180,Fallout 4
362,2015-12-02 22:15:00.000,2015-12-03 01:15:00.000,3045,111,5079,4400,8.54,234.23,195,The Binding of Isaac: Afterbirth|Duck Game
363,2015-11-30 23:15:00.000,2015-12-01 02:00:00.000,5784,220,8867,6373,18.33,482.00,180,The Binding of Isaac: Afterbirth|Keep Talking and Nobody Explodes|Rocket League
364,2015-11-29 21:15:00.000,2015-11-30 00:00:00.000,3012,191,4124,3462,15.92,251.00,180,Fallout 4
365,2015-11-26 23:15:00.000,2015-11-27 02:00:00.000,4846,284,8540,5584,23.67,403.83,180,The Binding of Isaac: Afterbirth|Dungeon of the Endless|XCOM: Enemy Within
366,2015-11-25 22:15:00.000,2015-11-26 01:00:00.000,5971,199,6897,5579,16.58,497.58,180,The Binding of Isaac: Afterbirth|Duck Game|Helldivers
367,2015-11-23 23:15:00.000,2015-11-24 02:00:00.000,5125,266,8033,6343,22.17,427.08,180,The Binding of Isaac: Afterbirth|Duck Game|Helldivers
368,2015-11-22 21:15:00.000,2015-11-23 00:00:00.000,2551,137,4436,3459,11.42,212.58,180,Fallout 4
369,2015-11-19 23:15:00.000,2015-11-20 02:30:00.000,5344,303,7516,5320,21.64,381.71,210,The Binding of Isaac: Afterbirth|Spelunky|Rocket League
370,2015-11-18 22:15:00.000,2015-11-19 01:00:00.000,5578,262,7387,6087,21.83,464.83,180,The Binding of Isaac: Afterbirth|Worms Revolution|Tabletop Simulator
371,2015-11-16 23:15:00.000,2015-11-17 02:00:00.000,5805,344,8525,6084,28.67,483.75,180,The Binding of Isaac: Afterbirth|Rocket League|Duck Game
372,2015-11-15 21:15:00.000,2015-11-16 00:00:00.000,2888,165,6017,3971,13.75,240.67,180,Fallout 4
373,2015-11-12 23:15:00.000,2015-11-13 02:00:00.000,4603,215,7499,5368,17.92,383.58,180,The Binding of Isaac: Afterbirth|SpeedRunners|Brawlhalla
374,2015-11-11 22:15:00.000,2015-11-12 01:00:00.000,5544,312,7035,5819,26.00,462.00,180,The Binding of Isaac: Afterbirth|Duck Game|The Jackbox Party Pack 2
375,2015-11-09 23:15:00.000,2015-11-10 02:15:00.000,6254,263,7670,5315,20.23,481.08,195,The Binding of Isaac: Afterbirth|Duck Game|Rocket League
376,2015-11-09 18:15:00.000,2015-11-09 21:00:00.000,4481,237,4757,3960,19.75,373.42,180,Fallout 4
377,2015-11-08 21:15:00.000,2015-11-09 00:00:00.000,3642,258,7642,5134,21.50,303.50,180,The Binding of Isaac: Afterbirth|Dark Souls
378,2015-11-05 23:15:00.000,2015-11-06 02:00:00.000,4705,201,7656,5471,16.75,392.08,180,The Binding of Isaac: Afterbirth|TowerClimb|Bombernauts
379,2015-11-04 22:15:00.000,2015-11-05 01:00:00.000,7642,624,9622,8406,52.00,636.83,180,The Binding of Isaac: Afterbirth
380,2015-11-02 23:15:00.000,2015-11-03 02:15:00.000,7919,713,10006,7310,54.85,609.15,195,The Binding of Isaac: Afterbirth|Duck Game
381,2015-11-01 20:15:00.000,2015-11-01 22:45:00.000,3818,231,7238,5466,21.00,347.09,165,The Binding of Isaac: Afterbirth
382,2015-10-30 20:30:00.000,2015-10-30 23:45:00.000,9780,539,10222,8415,38.50,698.57,210,The Binding of Isaac: Afterbirth
383,2015-10-29 22:15:00.000,2015-10-30 00:45:00.000,5949,228,7041,5921,20.73,540.82,165,The Binding of Isaac: Rebirth|Downwell|Cannon Brawl
384,2015-10-28 21:15:00.000,2015-10-29 00:00:00.000,5435,164,5560,4849,13.67,452.92,180,Dark Souls
385,2015-10-26 22:15:00.000,2015-10-27 01:00:00.000,6409,265,7073,5823,22.08,534.08,180,Spelunky|Keep Talking and Nobody Explodes|Rocket League
386,2015-10-26 00:45:00.000,2015-10-26 03:30:00.000,1859,97,3199,2671,8.08,154.92,180,Fallout: New Vegas|Nuclear Throne|GeoGuessr
387,2015-10-22 22:15:00.000,2015-10-23 01:15:00.000,4379,78,5525,4396,6.00,336.85,195,Spelunky|Nuclear Throne|Hard West|GeoGuessr
388,2015-10-21 21:15:00.000,2015-10-22 00:00:00.000,4854,117,5384,4652,9.75,404.50,180,Downwell|Nuclear Throne
389,2015-10-19 22:15:00.000,2015-10-20 01:00:00.000,5894,184,7694,6205,15.33,491.17,180,Spelunky|Keep Talking and Nobody Explodes|Quiplash
390,2015-10-18 20:15:00.000,2015-10-18 23:00:00.000,2765,98,3625,3038,8.17,230.42,180,Fallout: New Vegas
391,2015-10-15 22:15:00.000,2015-10-16 01:00:00.000,5562,190,6276,4932,15.83,463.50,180,The Binding of Isaac: Rebirth|Keep Talking and Nobody Explodes|Rocket League
392,2015-10-14 21:00:00.000,2015-10-15 00:00:00.000,6010,164,6833,4875,12.62,462.31,195,The Binding of Isaac: Rebirth|Keep Talking and Nobody Explodes|Rocket League
393,2015-10-11 20:15:00.000,2015-10-11 23:00:00.000,2203,77,3101,2754,6.42,183.58,180,Fallout: New Vegas
394,2015-10-07 21:15:00.000,2015-10-08 00:00:00.000,5194,240,6623,5418,20.00,432.83,180,The Binding of Isaac: Rebirth|Worms Revolution|The Jackbox Party Pack 2
395,2015-10-05 23:15:00.000,2015-10-06 02:00:00.000,5704,325,7845,6387,27.08,475.33,180,The Binding of Isaac: Rebirth|Duck Game|Keep Talking and Nobody Explodes
396,2015-10-04 21:15:00.000,2015-10-05 00:00:00.000,2230,86,3351,3075,7.17,185.83,180,Fallout: New Vegas
397,2015-10-01 22:15:00.000,2015-10-02 01:00:00.000,4282,93,5102,4427,7.75,356.83,180,The Binding of Isaac: Rebirth|Rampage Knights|Bombernauts
398,2015-09-30 21:15:00.000,2015-10-01 00:00:00.000,4835,127,6326,5330,10.58,402.92,180,The Binding of Isaac: Rebirth|Nuclear Throne|Duck Game|Are You Smarter Than a 5th Grader?
399,2015-09-29 04:15:00.000,2015-09-29 07:00:00.000,836,30,1048,987,2.50,69.67,180,Magic Duels
400,2015-09-28 22:15:00.000,2015-09-29 01:00:00.000,5068,187,7020,5613,15.58,422.33,180,The Binding of Isaac: Rebirth|TowerClimb|Rocket League
401,2015-09-27 20:15:00.000,2015-09-27 23:00:00.000,2759,121,3781,3432,10.08,229.92,180,Fallout: New Vegas
402,2015-09-24 22:15:00.000,2015-09-25 01:00:00.000,4674,186,6884,5083,15.50,389.50,180,The Binding of Isaac: Rebirth|Goofball Goals|20XX
403,2015-09-23 21:15:00.000,2015-09-24 00:00:00.000,5396,237,7094,5682,19.75,449.67,180,The Binding of Isaac: Rebirth|Nuclear Throne|Quiplash|Worms Revolution
404,2015-09-22 04:15:00.000,2015-09-22 07:00:00.000,1182,36,1251,1106,3.00,98.50,180,Magic Duels
405,2015-09-21 22:15:00.000,2015-09-22 01:30:00.000,6264,198,7061,5702,14.14,447.43,210,The Binding of Isaac: Rebirth|SpeedRunners
406,2015-09-20 20:15:00.000,2015-09-20 23:15:00.000,2494,85,3520,3110,6.54,191.85,195,Fallout: New Vegas
407,2015-09-17 22:15:00.000,2015-09-18 01:00:00.000,4997,111,5671,4920,9.25,416.42,180,The Binding of Isaac: Rebirth|Shovel Knight|20XX
408,2015-09-16 21:15:00.000,2015-09-17 00:00:00.000,5279,118,6224,5519,9.83,439.92,180,The Binding of Isaac: Rebirth|Nuclear Throne|Worms Revolution|Family Feud
409,2015-09-15 04:15:00.000,2015-09-15 07:00:00.000,1436,34,1569,1465,2.83,119.67,180,Magic Duels
410,2015-09-14 22:15:00.000,2015-09-15 01:15:00.000,5413,102,6399,5562,7.85,416.38,195,The Binding of Isaac: Rebirth|Nuclear Throne|Party Hard|Tabletop Simulator
411,2015-09-13 22:15:00.000,2015-09-14 01:00:00.000,2627,73,3541,3206,6.08,218.92,180,Fallout: New Vegas
412,2015-09-10 22:15:00.000,2015-09-11 01:00:00.000,4835,68,5900,4736,5.67,402.92,180,The Binding of Isaac: Rebirth|Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist|Rampage Knights
413,2015-09-09 22:15:00.000,2015-09-10 01:00:00.000,5387,157,6170,5269,13.08,448.92,180,The Binding of Isaac: Rebirth|Duck Game|Tabletop Simulator
414,2015-09-07 22:15:00.000,2015-09-08 01:00:00.000,5552,169,6131,5282,14.08,462.67,180,The Binding of Isaac: Rebirth|Broforce|Tabletop Simulator
415,2015-09-06 22:30:00.000,2015-09-07 01:00:00.000,4529,359,7786,4528,32.64,411.73,165,Rocket League
416,2015-09-06 19:15:00.000,2015-09-06 21:45:00.000,2548,64,3438,2724,5.82,231.64,165,Fallout: New Vegas
417,2015-09-05 19:30:00.000,2015-09-05 21:45:00.000,2694,163,3671,2528,16.30,269.40,150,Rocket League
418,2015-09-03 22:15:00.000,2015-09-04 01:00:00.000,5033,72,5226,4784,6.00,419.42,180,The Binding of Isaac: Rebirth|Nuclear Throne|Turbo Dismount|Family Feud
419,2015-09-02 21:15:00.000,2015-09-03 00:00:00.000,5032,118,5542,4878,9.83,419.33,180,The Binding of Isaac: Rebirth|Full Mojo Rampage|Worms Revolution|Duck Game
420,2015-08-24 22:15:00.000,2015-08-25 01:15:00.000,4069,95,4747,4022,7.31,313.00,195,The Binding of Isaac: Rebirth|Nuclear Throne|Rocket League|Vertiginous Golf
421,2015-08-23 21:30:00.000,2015-08-24 00:45:00.000,7992,794,9604,6503,56.71,570.86,210,Rocket League
422,2015-08-23 18:15:00.000,2015-08-23 20:45:00.000,3226,137,3427,2835,12.45,293.27,165,Fallout: New Vegas
423,2015-08-20 22:00:00.000,2015-08-21 01:00:00.000,5916,201,6760,5037,15.46,455.08,195,Bombernauts|The Binding of Isaac: Rebirth|Goofball Goals|SpyParty
424,2015-08-19 21:15:00.000,2015-08-20 00:00:00.000,6289,271,7031,5968,22.58,524.08,180,The Binding of Isaac: Rebirth|Worms Revolution|Bombernauts
425,2015-08-17 22:15:00.000,2015-08-18 01:00:00.000,6949,236,7193,6444,19.67,579.08,180,The Binding of Isaac: Rebirth|Duck Game|Game Dev Tycoon
426,2015-08-16 20:15:00.000,2015-08-16 23:00:00.000,3317,123,4410,3869,10.25,276.42,180,Fallout: New Vegas
427,2015-08-13 22:15:00.000,2015-08-14 01:00:00.000,5644,217,7477,5918,18.08,470.33,180,The Binding of Isaac: Rebirth|Nuclear Throne|Who Wants To Be A Millionaire: UK Edition
428,2015-08-12 21:15:00.000,2015-08-13 00:00:00.000,6472,151,6501,5995,12.58,539.33,180,The Binding of Isaac: Rebirth|Nuclear Throne|Games + Demos|Worms Revolution
429,2015-08-10 22:15:00.000,2015-08-11 01:00:00.000,6630,224,7333,6101,18.67,552.50,180,The Binding of Isaac: Rebirth|OlliOlli 2: Welcome to OlliWood|Rocket League
430,2015-08-09 20:15:00.000,2015-08-09 23:00:00.000,3381,141,4443,3963,11.75,281.75,180,Fallout: New Vegas
431,2015-08-06 22:15:00.000,2015-08-07 01:15:00.000,5650,203,6253,5518,15.62,434.62,195,The Binding of Isaac: Rebirth|Olympia Rising|Quiplash
432,2015-08-05 21:15:00.000,2015-08-06 00:00:00.000,7056,235,6660,5136,19.58,588.00,180,The Binding of Isaac: Rebirth|Brawlhalla|Rocket League
433,2015-08-03 22:15:00.000,2015-08-04 01:15:00.000,6322,125,6565,5163,9.62,486.31,195,The Binding of Isaac: Rebirth|Bombernauts|Duck Game
434,2015-08-02 20:15:00.000,2015-08-02 23:00:00.000,3800,137,4507,3715,11.42,316.67,180,Fallout: New Vegas
435,2015-07-30 22:15:00.000,2015-07-31 01:00:00.000,6798,146,5874,4860,12.17,566.50,180,The Binding of Isaac: Rebirth|Duck Game|SpeedRunners
436,2015-07-30 00:30:00.000,2015-07-30 01:00:00.000,1550,60,4227,3392,12.00,310.00,75,Bombernauts
437,2015-07-29 22:15:00.000,2015-07-30 00:00:00.000,5050,169,4308,3749,15.36,459.09,165,The Binding of Isaac: Rebirth|Nuclear Throne
438,2015-07-27 22:15:00.000,2015-07-28 01:00:00.000,8887,181,6658,5865,15.08,740.58,180,The Binding of Isaac: Rebirth|Nuclear Throne|Family Feud 2010 Edition|Rocket League
439,2015-07-26 20:15:00.000,2015-07-26 23:00:00.000,4120,132,3758,3171,11.00,343.33,180,Fallout: New Vegas
440,2015-07-20 01:00:00.000,2015-07-20 03:30:00.000,3967,131,3834,3060,11.91,360.64,165,Fallout: New Vegas
441,2015-07-19 20:15:00.000,2015-07-19 22:45:00.000,6153,208,5440,4480,18.91,559.36,165,Fallout: New Vegas
